Dim,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100
67,0.057,0.07,0.069,0.079,0.066,0.062,0.077,0.059,0.062,0.072,0.074,0.07,0.081,0.069,0.063,0.069,0.063,0.068,0.062,0.071,0.062,0.053,0.065,0.064,0.072,0.068,0.075,0.071,0.062,0.063,0.058,0.064,0.064,0.079,0.063,0.059,0.064,0.061,0.061,0.063,0.06,0.064,0.062,0.073,0.063,0.063,0.071,0.074,0.077,0.06,0.066,0.058,0.065,0.072,0.063,0.074,0.065,0.064,0.077,0.062,0.068,0.067,0.075,0.055,0.068,0.07,0.067,0.065,0.069,0.067,0.064,0.066,0.068,0.049,0.064,0.064,0.051,0.078,0.063,0.052,0.057,0.063,0.072,0.059,0.081,0.064,0.061,0.052,0.07,0.079,0.07,0.075,0.075,0.054,0.071,0.063,0.062,0.059,0.066,0.064
68,0.066,0.068,0.06,0.058,0.078,0.073,0.075,0.074,0.08,0.066,0.065,0.07,0.07,0.067,0.079,0.073,0.059,0.064,0.075,0.071,0.062,0.066,0.068,0.071,0.057,0.06,0.073,0.06,0.067,0.072,0.065,0.076,0.061,0.071,0.065,0.072,0.063,0.066,0.062,0.065,0.059,0.051,0.066,0.065,0.067,0.069,0.075,0.072,0.073,0.071,0.071,0.069,0.073,0.058,0.061,0.052,0.068,0.064,0.068,0.066,0.076,0.062,0.066,0.065,0.054,0.064,0.065,0.067,0.059,0.056,0.061,0.073,0.064,0.074,0.059,0.065,0.053,0.055,0.066,0.07,0.074,0.07,0.06,0.058,0.078,0.061,0.072,0.052,0.068,0.075,0.096,0.063,0.068,0.071,0.064,0.066,0.061,0.067,0.063,0.057
69,0.081,0.058,0.066,0.057,0.073,0.075,0.067,0.061,0.074,0.066,0.06,0.057,0.055,0.071,0.071,0.066,0.058,0.069,0.056,0.069,0.068,0.057,0.075,0.055,0.066,0.049,0.066,0.057,0.075,0.067,0.08,0.063,0.077,0.075,0.072,0.06,0.074,0.066,0.067,0.068,0.064,0.07,0.081,0.057,0.07,0.056,0.062,0.063,0.067,0.056,0.067,0.072,0.074,0.07,0.06,0.065,0.058,0.07,0.073,0.066,0.077,0.071,0.067,0.059,0.078,0.077,0.08,0.07,0.076,0.065,0.063,0.056,0.055,0.065,0.067,0.069,0.051,0.069,0.063,0.06,0.065,0.067,0.066,0.075,0.062,0.062,0.071,0.065,0.065,0.07,0.078,0.066,0.061,0.068,0.068,0.057,0.063,0.059,0.082,0.076
70,0.064,0.081,0.069,0.058,0.078,0.068,0.079,0.065,0.082,0.088,0.08,0.075,0.073,0.074,0.077,0.08,0.059,0.073,0.057,0.065,0.075,0.057,0.074,0.068,0.066,0.071,0.062,0.076,0.051,0.069,0.069,0.056,0.062,0.067,0.074,0.065,0.064,0.063,0.066,0.066,0.064,0.06,0.073,0.068,0.077,0.064,0.064,0.082,0.075,0.071,0.067,0.058,0.072,0.081,0.065,0.063,0.077,0.064,0.064,0.068,0.065,0.075,0.075,0.071,0.074,0.071,0.066,0.069,0.06,0.08,0.07,0.071,0.064,0.062,0.063,0.063,0.073,0.06,0.075,0.065,0.051,0.068,0.072,0.048,0.064,0.073,0.077,0.057,0.066,0.082,0.052,0.059,0.064,0.069,0.062,0.066,0.064,0.072,0.065,0.069
71,0.078,0.06,0.073,0.077,0.076,0.06,0.066,0.065,0.067,0.066,0.061,0.059,0.07,0.061,0.062,0.066,0.067,0.063,0.074,0.072,0.069,0.058,0.08,0.064,0.061,0.069,0.07,0.067,0.056,0.066,0.069,0.059,0.07,0.065,0.069,0.075,0.07,0.065,0.072,0.054,0.069,0.07,0.056,0.057,0.071,0.066,0.054,0.068,0.052,0.074,0.073,0.064,0.053,0.066,0.052,0.067,0.067,0.082,0.058,0.068,0.059,0.053,0.095,0.062,0.078,0.069,0.048,0.071,0.067,0.069,0.085,0.069,0.065,0.065,0.078,0.071,0.068,0.05,0.058,0.072,0.073,0.076,0.053,0.061,0.065,0.064,0.054,0.074,0.05,0.086,0.058,0.05,0.056,0.074,0.072,0.07,0.075,0.065,0.065,0.081
72,0.06,0.058,0.07,0.064,0.057,0.068,0.07,0.061,0.064,0.082,0.071,0.064,0.064,0.049,0.088,0.069,0.07,0.078,0.066,0.082,0.071,0.072,0.078,0.076,0.078,0.073,0.064,0.073,0.089,0.064,0.067,0.059,0.063,0.054,0.072,0.071,0.067,0.082,0.066,0.061,0.058,0.081,0.069,0.072,0.069,0.059,0.066,0.066,0.069,0.064,0.063,0.064,0.057,0.066,0.071,0.074,0.062,0.073,0.066,0.063,0.058,0.064,0.072,0.071,0.063,0.064,0.069,0.069,0.064,0.075,0.063,0.075,0.077,0.068,0.06,0.071,0.081,0.075,0.063,0.071,0.063,0.066,0.083,0.078,0.064,0.081,0.074,0.063,0.068,0.073,0.075,0.058,0.079,0.096,0.074,0.072,0.069,0.067,0.075,0.061
73,0.056,0.069,0.064,0.072,0.066,0.084,0.076,0.061,0.068,0.071,0.07,0.069,0.083,0.053,0.065,0.067,0.069,0.067,0.058,0.075,0.066,0.061,0.071,0.069,0.066,0.077,0.076,0.069,0.075,0.063,0.06,0.075,0.071,0.07,0.068,0.05,0.054,0.069,0.077,0.079,0.077,0.079,0.067,0.072,0.079,0.084,0.068,0.07,0.072,0.067,0.056,0.079,0.066,0.065,0.063,0.072,0.07,0.071,0.067,0.071,0.069,0.067,0.063,0.072,0.062,0.066,0.065,0.056,0.076,0.068,0.08,0.061,0.071,0.052,0.077,0.071,0.068,0.075,0.072,0.077,0.06,0.076,0.058,0.077,0.056,0.064,0.073,0.068,0.077,0.062,0.082,0.081,0.076,0.076,0.064,0.051,0.074,0.068,0.074,0.072
74,0.083,0.058,0.07,0.071,0.07,0.068,0.061,0.072,0.076,0.071,0.058,0.073,0.061,0.055,0.071,0.068,0.077,0.053,0.063,0.067,0.075,0.066,0.066,0.062,0.076,0.077,0.066,0.072,0.061,0.064,0.068,0.069,0.067,0.07,0.07,0.072,0.059,0.08,0.072,0.072,0.062,0.071,0.081,0.066,0.08,0.058,0.064,0.065,0.076,0.057,0.088,0.042,0.074,0.061,0.058,0.09,0.067,0.071,0.061,0.058,0.065,0.068,0.073,0.065,0.068,0.057,0.056,0.069,0.065,0.069,0.063,0.057,0.064,0.083,0.065,0.072,0.074,0.072,0.075,0.065,0.074,0.065,0.066,0.073,0.069,0.082,0.058,0.07,0.065,0.071,0.058,0.073,0.079,0.071,0.082,0.072,0.08,0.067,0.063,0.062
75,0.057,0.072,0.069,0.074,0.075,0.063,0.072,0.07,0.077,0.058,0.069,0.078,0.07,0.068,0.076,0.076,0.05,0.082,0.075,0.071,0.078,0.083,0.08,0.06,0.066,0.07,0.075,0.075,0.053,0.068,0.075,0.072,0.075,0.076,0.073,0.058,0.07,0.061,0.086,0.071,0.061,0.067,0.07,0.068,0.082,0.081,0.066,0.06,0.066,0.059,0.081,0.071,0.062,0.073,0.073,0.065,0.078,0.06,0.081,0.07,0.053,0.07,0.062,0.063,0.072,0.086,0.053,0.086,0.069,0.074,0.056,0.077,0.061,0.089,0.06,0.067,0.056,0.076,0.07,0.065,0.063,0.045,0.071,0.064,0.079,0.068,0.076,0.064,0.067,0.072,0.065,0.069,0.089,0.064,0.065,0.061,0.056,0.056,0.073,0.053
76,0.072,0.059,0.056,0.063,0.084,0.066,0.067,0.054,0.07,0.061,0.058,0.093,0.085,0.085,0.061,0.065,0.074,0.067,0.062,0.062,0.062,0.077,0.073,0.062,0.071,0.07,0.067,0.071,0.064,0.079,0.06,0.072,0.069,0.067,0.059,0.045,0.064,0.074,0.065,0.071,0.074,0.065,0.081,0.064,0.067,0.061,0.063,0.071,0.069,0.075,0.077,0.056,0.06,0.054,0.059,0.058,0.081,0.06,0.07,0.075,0.071,0.063,0.075,0.079,0.066,0.059,0.059,0.06,0.05,0.074,0.065,0.057,0.068,0.056,0.067,0.068,0.064,0.07,0.073,0.065,0.074,0.084,0.061,0.07,0.065,0.066,0.081,0.078,0.078,0.055,0.086,0.07,0.07,0.072,0.088,0.075,0.058,0.08,0.072,0.063
77,0.071,0.079,0.073,0.07,0.089,0.065,0.074,0.081,0.06,0.063,0.046,0.064,0.068,0.07,0.078,0.079,0.071,0.068,0.08,0.055,0.081,0.07,0.063,0.066,0.066,0.07,0.073,0.075,0.065,0.057,0.08,0.074,0.086,0.076,0.084,0.064,0.075,0.075,0.071,0.081,0.065,0.062,0.061,0.067,0.065,0.081,0.069,0.063,0.076,0.078,0.084,0.07,0.071,0.079,0.083,0.074,0.069,0.074,0.068,0.065,0.078,0.063,0.072,0.075,0.092,0.076,0.059,0.068,0.075,0.055,0.068,0.079,0.077,0.063,0.073,0.084,0.068,0.081,0.079,0.071,0.067,0.084,0.083,0.079,0.074,0.095,0.066,0.069,0.06,0.086,0.063,0.068,0.063,0.075,0.076,0.067,0.057,0.067,0.074,0.081
78,0.064,0.071,0.07,0.081,0.085,0.059,0.069,0.065,0.072,0.06,0.073,0.066,0.068,0.056,0.071,0.069,0.073,0.055,0.067,0.062,0.072,0.069,0.078,0.078,0.066,0.072,0.087,0.068,0.074,0.072,0.088,0.072,0.072,0.067,0.067,0.064,0.08,0.081,0.077,0.087,0.075,0.062,0.079,0.069,0.076,0.067,0.059,0.056,0.078,0.072,0.078,0.076,0.072,0.071,0.065,0.074,0.08,0.062,0.067,0.079,0.071,0.077,0.071,0.073,0.083,0.066,0.059,0.065,0.053,0.066,0.058,0.071,0.067,0.063,0.074,0.077,0.072,0.068,0.064,0.078,0.061,0.062,0.078,0.077,0.065,0.069,0.06,0.066,0.067,0.076,0.075,0.074,0.072,0.069,0.071,0.07,0.088,0.069,0.063,0.091
79,0.059,0.075,0.085,0.063,0.056,0.066,0.06,0.079,0.08,0.068,0.08,0.09,0.051,0.078,0.089,0.07,0.062,0.059,0.063,0.065,0.075,0.067,0.07,0.072,0.062,0.079,0.069,0.081,0.08,0.057,0.062,0.07,0.069,0.075,0.071,0.067,0.061,0.066,0.075,0.066,0.073,0.064,0.075,0.075,0.064,0.069,0.079,0.083,0.064,0.067,0.063,0.091,0.084,0.06,0.064,0.071,0.068,0.065,0.073,0.068,0.068,0.056,0.073,0.07,0.054,0.082,0.082,0.065,0.086,0.058,0.073,0.068,0.059,0.065,0.065,0.066,0.076,0.079,0.067,0.082,0.075,0.076,0.077,0.075,0.073,0.068,0.057,0.07,0.082,0.079,0.078,0.079,0.084,0.083,0.07,0.076,0.059,0.081,0.075,0.079
80,0.067,0.073,0.078,0.07,0.081,0.063,0.058,0.08,0.077,0.084,0.07,0.071,0.077,0.08,0.066,0.075,0.068,0.071,0.073,0.085,0.059,0.076,0.065,0.078,0.073,0.08,0.07,0.057,0.079,0.068,0.074,0.078,0.071,0.088,0.058,0.078,0.067,0.073,0.089,0.061,0.068,0.079,0.068,0.08,0.091,0.065,0.071,0.069,0.067,0.068,0.079,0.077,0.066,0.079,0.07,0.076,0.068,0.053,0.091,0.072,0.062,0.076,0.071,0.07,0.07,0.045,0.078,0.08,0.06,0.07,0.07,0.065,0.056,0.063,0.066,0.067,0.085,0.058,0.068,0.062,0.072,0.069,0.074,0.082,0.07,0.072,0.073,0.069,0.063,0.074,0.078,0.072,0.073,0.061,0.091,0.067,0.067,0.064,0.073,0.076
81,0.064,0.073,0.078,0.079,0.071,0.082,0.068,0.072,0.054,0.076,0.064,0.067,0.058,0.057,0.064,0.088,0.064,0.067,0.063,0.073,0.069,0.057,0.068,0.071,0.063,0.08,0.076,0.071,0.071,0.066,0.067,0.087,0.071,0.082,0.076,0.068,0.058,0.07,0.081,0.07,0.092,0.065,0.063,0.08,0.07,0.063,0.063,0.067,0.066,0.067,0.068,0.066,0.06,0.088,0.08,0.069,0.069,0.06,0.069,0.071,0.077,0.072,0.068,0.082,0.066,0.056,0.077,0.065,0.071,0.084,0.066,0.075,0.064,0.075,0.073,0.086,0.073,0.058,0.072,0.066,0.059,0.075,0.072,0.076,0.061,0.063,0.07,0.065,0.076,0.067,0.077,0.071,0.073,0.078,0.066,0.071,0.084,0.082,0.08,0.056
82,0.076,0.077,0.069,0.065,0.077,0.08,0.075,0.066,0.074,0.062,0.075,0.066,0.071,0.091,0.078,0.074,0.082,0.067,0.074,0.076,0.071,0.072,0.076,0.071,0.075,0.07,0.062,0.077,0.068,0.072,0.07,0.066,0.068,0.065,0.064,0.072,0.069,0.076,0.065,0.065,0.066,0.061,0.074,0.067,0.064,0.061,0.074,0.068,0.069,0.071,0.062,0.066,0.067,0.086,0.08,0.08,0.056,0.067,0.074,0.063,0.07,0.069,0.082,0.083,0.071,0.071,0.08,0.07,0.078,0.058,0.06,0.06,0.07,0.07,0.075,0.063,0.067,0.066,0.075,0.074,0.081,0.072,0.077,0.082,0.073,0.079,0.091,0.07,0.076,0.07,0.077,0.066,0.069,0.066,0.061,0.067,0.095,0.083,0.064,0.078
83,0.073,0.084,0.078,0.059,0.063,0.087,0.087,0.072,0.067,0.069,0.089,0.071,0.069,0.055,0.074,0.072,0.06,0.07,0.08,0.073,0.074,0.076,0.069,0.063,0.06,0.076,0.067,0.07,0.076,0.073,0.072,0.075,0.08,0.066,0.058,0.074,0.08,0.093,0.076,0.083,0.066,0.067,0.074,0.08,0.075,0.067,0.083,0.078,0.065,0.08,0.071,0.076,0.077,0.074,0.075,0.072,0.079,0.063,0.084,0.08,0.09,0.079,0.081,0.089,0.074,0.068,0.084,0.064,0.072,0.072,0.07,0.08,0.069,0.086,0.065,0.087,0.067,0.083,0.084,0.089,0.069,0.068,0.077,0.07,0.061,0.07,0.052,0.073,0.059,0.064,0.07,0.074,0.075,0.087,0.072,0.067,0.085,0.086,0.082,0.088
84,0.068,0.079,0.059,0.073,0.071,0.071,0.08,0.06,0.07,0.081,0.07,0.069,0.081,0.067,0.071,0.067,0.071,0.084,0.064,0.089,0.065,0.08,0.059,0.075,0.086,0.066,0.075,0.065,0.068,0.068,0.08,0.083,0.061,0.089,0.065,0.076,0.061,0.073,0.073,0.086,0.079,0.075,0.084,0.08,0.069,0.068,0.069,0.069,0.069,0.071,0.078,0.068,0.085,0.066,0.07,0.067,0.073,0.064,0.066,0.083,0.069,0.067,0.083,0.065,0.068,0.079,0.074,0.073,0.089,0.068,0.073,0.056,0.077,0.078,0.085,0.08,0.075,0.075,0.068,0.072,0.068,0.069,0.085,0.076,0.071,0.07,0.077,0.075,0.054,0.09,0.089,0.076,0.076,0.069,0.082,0.058,0.075,0.067,0.066,0.081
85,0.067,0.058,0.061,0.065,0.083,0.085,0.073,0.066,0.064,0.089,0.083,0.069,0.063,0.079,0.071,0.07,0.062,0.071,0.084,0.07,0.072,0.07,0.076,0.081,0.069,0.067,0.067,0.078,0.073,0.078,0.066,0.069,0.074,0.071,0.071,0.082,0.065,0.08,0.066,0.075,0.081,0.083,0.073,0.068,0.076,0.084,0.094,0.086,0.084,0.094,0.092,0.071,0.077,0.074,0.068,0.07,0.065,0.07,0.077,0.075,0.067,0.074,0.088,0.078,0.077,0.068,0.071,0.094,0.075,0.082,0.061,0.082,0.064,0.076,0.065,0.085,0.071,0.063,0.09,0.059,0.082,0.071,0.072,0.086,0.085,0.087,0.067,0.072,0.073,0.067,0.085,0.066,0.07,0.072,0.076,0.071,0.085,0.063,0.071,0.077
86,0.079,0.072,0.077,0.073,0.065,0.067,0.079,0.064,0.063,0.069,0.076,0.072,0.061,0.077,0.078,0.088,0.069,0.073,0.082,0.062,0.057,0.075,0.072,0.08,0.067,0.082,0.08,0.075,0.055,0.079,0.074,0.085,0.067,0.069,0.075,0.083,0.081,0.075,0.079,0.079,0.074,0.068,0.069,0.075,0.068,0.065,0.068,0.069,0.073,0.087,0.078,0.079,0.07,0.078,0.071,0.072,0.08,0.067,0.079,0.067,0.087,0.072,0.085,0.074,0.079,0.09,0.082,0.068,0.074,0.07,0.073,0.08,0.075,0.07,0.093,0.065,0.073,0.077,0.077,0.065,0.079,0.077,0.08,0.069,0.072,0.08,0.084,0.083,0.078,0.077,0.088,0.072,0.055,0.064,0.086,0.069,0.074,0.078,0.088,0.071
87,0.078,0.071,0.088,0.079,0.083,0.078,0.075,0.066,0.07,0.083,0.069,0.069,0.081,0.076,0.062,0.085,0.07,0.076,0.064,0.069,0.084,0.077,0.066,0.083,0.084,0.08,0.072,0.062,0.057,0.088,0.071,0.096,0.074,0.082,0.083,0.065,0.078,0.084,0.063,0.061,0.069,0.077,0.076,0.073,0.069,0.069,0.083,0.069,0.071,0.072,0.07,0.076,0.087,0.071,0.058,0.074,0.073,0.068,0.08,0.081,0.061,0.072,0.082,0.071,0.074,0.071,0.083,0.066,0.077,0.057,0.073,0.067,0.08,0.1,0.068,0.078,0.076,0.085,0.057,0.065,0.066,0.078,0.071,0.073,0.079,0.086,0.085,0.068,0.086,0.077,0.059,0.065,0.075,0.075,0.059,0.064,0.079,0.082,0.061,0.06
88,0.076,0.067,0.076,0.08,0.067,0.076,0.061,0.065,0.087,0.08,0.089,0.07,0.08,0.064,0.074,0.071,0.077,0.095,0.08,0.062,0.079,0.074,0.088,0.067,0.085,0.072,0.068,0.078,0.075,0.082,0.08,0.076,0.078,0.078,0.074,0.062,0.081,0.076,0.083,0.061,0.074,0.067,0.068,0.083,0.074,0.051,0.065,0.084,0.056,0.059,0.071,0.076,0.083,0.07,0.079,0.08,0.076,0.071,0.075,0.079,0.085,0.066,0.078,0.071,0.084,0.088,0.064,0.084,0.064,0.075,0.075,0.066,0.076,0.081,0.071,0.076,0.082,0.083,0.055,0.067,0.068,0.083,0.072,0.066,0.082,0.063,0.072,0.066,0.068,0.071,0.072,0.067,0.071,0.08,0.085,0.072,0.069,0.089,0.08,0.073
89,0.079,0.077,0.084,0.084,0.081,0.079,0.077,0.07,0.076,0.073,0.062,0.071,0.076,0.088,0.074,0.081,0.083,0.082,0.082,0.057,0.066,0.077,0.082,0.071,0.07,0.078,0.08,0.069,0.069,0.076,0.078,0.071,0.068,0.072,0.079,0.079,0.059,0.084,0.071,0.064,0.073,0.081,0.071,0.073,0.079,0.063,0.069,0.068,0.073,0.059,0.077,0.077,0.067,0.074,0.065,0.061,0.074,0.083,0.096,0.071,0.077,0.072,0.061,0.073,0.074,0.071,0.057,0.076,0.078,0.086,0.086,0.088,0.075,0.081,0.077,0.073,0.09,0.062,0.088,0.083,0.09,0.089,0.071,0.091,0.066,0.081,0.07,0.083,0.078,0.073,0.082,0.083,0.058,0.086,0.069,0.07,0.077,0.082,0.073,0.089
90,0.061,0.067,0.068,0.081,0.081,0.069,0.076,0.089,0.076,0.069,0.089,0.072,0.084,0.085,0.083,0.08,0.069,0.083,0.073,0.065,0.089,0.067,0.075,0.074,0.075,0.067,0.087,0.079,0.081,0.085,0.083,0.077,0.069,0.081,0.071,0.07,0.072,0.079,0.06,0.05,0.084,0.073,0.073,0.081,0.077,0.077,0.075,0.087,0.092,0.072,0.064,0.074,0.092,0.074,0.067,0.074,0.082,0.073,0.073,0.087,0.084,0.076,0.069,0.068,0.073,0.07,0.063,0.073,0.067,0.077,0.065,0.084,0.056,0.073,0.071,0.064,0.076,0.065,0.074,0.084,0.085,0.076,0.084,0.083,0.072,0.096,0.072,0.095,0.081,0.065,0.059,0.076,0.069,0.077,0.08,0.062,0.072,0.08,0.076,0.088
91,0.073,0.067,0.076,0.076,0.066,0.062,0.087,0.083,0.059,0.082,0.073,0.065,0.08,0.072,0.077,0.087,0.067,0.076,0.075,0.082,0.072,0.077,0.068,0.06,0.082,0.083,0.081,0.075,0.077,0.069,0.066,0.065,0.071,0.058,0.073,0.087,0.069,0.079,0.078,0.069,0.082,0.084,0.079,0.073,0.075,0.074,0.069,0.075,0.069,0.086,0.078,0.086,0.073,0.078,0.084,0.075,0.069,0.077,0.074,0.075,0.087,0.067,0.069,0.084,0.078,0.072,0.071,0.073,0.086,0.073,0.084,0.073,0.058,0.087,0.079,0.074,0.061,0.074,0.085,0.077,0.083,0.074,0.064,0.073,0.079,0.077,0.073,0.092,0.071,0.081,0.071,0.064,0.067,0.081,0.075,0.088,0.075,0.08,0.063,0.08
92,0.06,0.069,0.071,0.076,0.067,0.077,0.082,0.08,0.081,0.071,0.079,0.065,0.082,0.065,0.072,0.069,0.077,0.077,0.066,0.078,0.088,0.07,0.08,0.065,0.087,0.072,0.086,0.079,0.077,0.077,0.079,0.084,0.078,0.066,0.075,0.087,0.062,0.078,0.071,0.065,0.083,0.079,0.065,0.077,0.077,0.077,0.074,0.069,0.071,0.072,0.078,0.074,0.068,0.061,0.078,0.07,0.068,0.074,0.09,0.082,0.082,0.08,0.075,0.081,0.072,0.084,0.057,0.058,0.067,0.08,0.074,0.078,0.075,0.081,0.07,0.065,0.075,0.073,0.087,0.096,0.075,0.075,0.081,0.094,0.07,0.067,0.075,0.085,0.08,0.082,0.081,0.079,0.07,0.066,0.08,0.092,0.072,0.064,0.097,0.07
93,0.081,0.084,0.093,0.079,0.074,0.085,0.067,0.082,0.078,0.08,0.071,0.085,0.073,0.051,0.08,0.085,0.072,0.087,0.076,0.072,0.068,0.069,0.061,0.08,0.076,0.09,0.071,0.06,0.076,0.073,0.086,0.073,0.058,0.084,0.079,0.07,0.081,0.068,0.076,0.087,0.074,0.068,0.079,0.068,0.064,0.07,0.08,0.1,0.09,0.09,0.081,0.08,0.072,0.083,0.072,0.072,0.076,0.069,0.087,0.079,0.082,0.075,0.074,0.074,0.07,0.067,0.082,0.073,0.083,0.095,0.096,0.071,0.068,0.084,0.091,0.079,0.066,0.081,0.079,0.069,0.087,0.071,0.081,0.073,0.072,0.064,0.068,0.054,0.074,0.086,0.056,0.072,0.075,0.069,0.082,0.078,0.076,0.086,0.072,0.07
94,0.068,0.085,0.063,0.078,0.068,0.095,0.081,0.072,0.084,0.064,0.093,0.087,0.068,0.071,0.074,0.078,0.075,0.066,0.081,0.09,0.083,0.076,0.085,0.082,0.083,0.081,0.069,0.079,0.058,0.074,0.077,0.084,0.087,0.068,0.074,0.087,0.086,0.064,0.08,0.079,0.079,0.076,0.076,0.079,0.078,0.078,0.084,0.076,0.07,0.074,0.081,0.076,0.069,0.064,0.08,0.089,0.092,0.072,0.069,0.078,0.072,0.069,0.062,0.074,0.077,0.082,0.094,0.075,0.073,0.07,0.095,0.073,0.072,0.078,0.089,0.077,0.081,0.057,0.071,0.08,0.084,0.077,0.073,0.066,0.058,0.076,0.081,0.071,0.072,0.072,0.08,0.072,0.076,0.08,0.083,0.075,0.086,0.084,0.074,0.065
95,0.068,0.091,0.078,0.09,0.085,0.083,0.075,0.094,0.082,0.066,0.07,0.071,0.086,0.08,0.081,0.081,0.075,0.079,0.074,0.088,0.098,0.079,0.08,0.066,0.075,0.071,0.084,0.072,0.089,0.08,0.071,0.074,0.08,0.075,0.09,0.078,0.081,0.075,0.076,0.075,0.079,0.099,0.094,0.073,0.087,0.082,0.073,0.1,0.079,0.095,0.074,0.067,0.078,0.084,0.079,0.093,0.072,0.073,0.092,0.065,0.067,0.081,0.084,0.081,0.077,0.086,0.084,0.078,0.072,0.059,0.08,0.058,0.069,0.077,0.075,0.088,0.074,0.086,0.072,0.087,0.097,0.071,0.08,0.073,0.084,0.077,0.08,0.077,0.085,0.066,0.075,0.087,0.085,0.073,0.086,0.064,0.069,0.072,0.083,0.077
96,0.076,0.103,0.064,0.063,0.077,0.087,0.074,0.1,0.074,0.086,0.067,0.091,0.094,0.077,0.067,0.089,0.099,0.077,0.071,0.088,0.067,0.079,0.076,0.085,0.092,0.068,0.086,0.07,0.079,0.086,0.065,0.077,0.067,0.079,0.083,0.08,0.075,0.082,0.072,0.084,0.085,0.086,0.064,0.085,0.076,0.077,0.064,0.064,0.083,0.073,0.074,0.066,0.058,0.067,0.082,0.082,0.078,0.087,0.084,0.074,0.07,0.061,0.07,0.096,0.083,0.08,0.077,0.076,0.069,0.1,0.08,0.07,0.091,0.078,0.077,0.087,0.078,0.083,0.072,0.071,0.077,0.078,0.088,0.083,0.076,0.084,0.069,0.08,0.089,0.077,0.079,0.067,0.066,0.082,0.095,0.067,0.076,0.076,0.074,0.085
97,0.087,0.087,0.078,0.089,0.079,0.084,0.083,0.093,0.089,0.069,0.087,0.076,0.081,0.064,0.095,0.083,0.077,0.093,0.083,0.086,0.074,0.086,0.065,0.077,0.069,0.075,0.075,0.073,0.062,0.081,0.074,0.089,0.08,0.085,0.076,0.077,0.085,0.072,0.075,0.089,0.076,0.072,0.088,0.087,0.081,0.078,0.078,0.09,0.074,0.082,0.074,0.081,0.077,0.082,0.082,0.068,0.06,0.073,0.075,0.089,0.083,0.082,0.079,0.088,0.093,0.068,0.082,0.067,0.077,0.08,0.08,0.092,0.071,0.076,0.065,0.084,0.1,0.076,0.073,0.078,0.08,0.065,0.081,0.09,0.075,0.068,0.075,0.086,0.068,0.086,0.082,0.073,0.09,0.096,0.069,0.068,0.07,0.095,0.074,0.083
98,0.08,0.087,0.064,0.074,0.08,0.076,0.081,0.073,0.067,0.091,0.083,0.095,0.073,0.07,0.066,0.068,0.071,0.086,0.076,0.076,0.079,0.074,0.069,0.073,0.084,0.078,0.092,0.088,0.071,0.093,0.092,0.082,0.078,0.071,0.091,0.085,0.094,0.096,0.075,0.087,0.073,0.068,0.088,0.072,0.081,0.071,0.069,0.086,0.066,0.075,0.079,0.083,0.086,0.083,0.068,0.086,0.094,0.088,0.071,0.075,0.076,0.105,0.073,0.081,0.078,0.083,0.076,0.063,0.087,0.086,0.085,0.075,0.072,0.069,0.069,0.082,0.073,0.074,0.083,0.081,0.08,0.094,0.069,0.065,0.082,0.085,0.092,0.082,0.08,0.074,0.067,0.084,0.088,0.082,0.082,0.077,0.063,0.076,0.074,0.087
99,0.067,0.069,0.067,0.087,0.071,0.074,0.083,0.088,0.086,0.084,0.094,0.067,0.075,0.069,0.086,0.081,0.064,0.077,0.075,0.07,0.091,0.063,0.088,0.072,0.073,0.08,0.068,0.075,0.084,0.092,0.075,0.085,0.078,0.089,0.068,0.062,0.08,0.074,0.084,0.059,0.069,0.085,0.083,0.071,0.084,0.094,0.074,0.1,0.076,0.071,0.094,0.086,0.084,0.085,0.082,0.079,0.075,0.084,0.087,0.072,0.08,0.08,0.08,0.079,0.071,0.09,0.072,0.066,0.068,0.07,0.073,0.089,0.072,0.082,0.079,0.087,0.093,0.09,0.085,0.083,0.077,0.083,0.079,0.084,0.073,0.08,0.095,0.076,0.073,0.075,0.085,0.073,0.083,0.078,0.073,0.071,0.071,0.062,0.09,0.078
